eri12.eri.nau.edu	01:35 pm  Wednesday January 4, 2006	Festuca arizonica
pppoe-69-29-0-110-rb.vcr.centurytel.net	11:06 am  Wednesday April 18, 2007	
pppoe-69-29-0-110-rb.vcr.centurytel.net	11:21 am  Wednesday April 18, 2007	
blm-92-254.blm.gov	01:37 pm  Wednesday April 18, 2007	
blm-92-254.blm.gov	01:38 pm  Wednesday April 18, 2007	
blm-92-254.blm.gov	01:40 pm  Wednesday April 18, 2007	
blm-92-254.blm.gov	01:41 pm  Wednesday April 18, 2007	
za6078746.ip.fs.fed.us	02:31 pm  Wednesday April 18, 2007	
za6078746.ip.fs.fed.us	02:37 pm  Wednesday April 18, 2007	
pppoe-69-29-0-110-rb.vcr.centurytel.net	02:38 pm  Wednesday April 18, 2007	ceanothus sanguineus
pppoe-69-29-0-110-rb.vcr.centurytel.net	02:48 pm  Wednesday April 18, 2007	ceanothus sanguineus
za6022533.ip.fs.fed.us	07:27 am  Thursday April 19, 2007	
za6022533.ip.fs.fed.us	07:29 am  Thursday April 19, 2007	
za605512c.ip.fs.fed.us	07:56 am  Thursday April 19, 2007	
chadwick.nrrc.ncsu.edu	08:10 am  Thursday April 19, 2007	
chadwick.nrrc.ncsu.edu	08:14 am  Thursday April 19, 2007	
za6022507.ip.fs.fed.us	08:53 am  Thursday April 19, 2007	
za6022507.ip.fs.fed.us	08:55 am  Thursday April 19, 2007	
za6078746.ip.fs.fed.us	01:49 pm  Thursday April 19, 2007	
za6078746.ip.fs.fed.us	01:54 pm  Thursday April 19, 2007	
za6078746.ip.fs.fed.us	02:18 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	02:35 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	02:55 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:02 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:06 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:07 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:20 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:38 pm  Thursday April 19, 2007	ceanothus sanguineus
71-223-161-28.phnx.qwest.net	03:43 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:48 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	03:55 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	04:38 pm  Thursday April 19, 2007	
71-223-161-28.phnx.qwest.net	04:47 pm  Thursday April 19, 2007	
za6022533.ip.fs.fed.us	07:33 am  Friday April 20, 2007	Ceanothus
za6022533.ip.fs.fed.us	07:39 am  Friday April 20, 2007	Ceanothus
blm-92-254.blm.gov	10:49 am  Friday April 20, 2007	
