z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	3	  my steve +                            	 LATT=  46.36 LONG= 113.94
z166216-215.ip.fs.fed.us	03:55 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:56 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:56 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:57 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:57 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:58 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	03:58 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:03 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:03 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:04 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:04 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:05 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:05 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:06 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:06 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:07 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:07 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:08 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:09 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:09 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:10 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:11 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:11 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:11 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:12 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:13 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:13 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:13 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:14 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:14 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:15 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:15 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:16 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:16 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:17 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:18 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:18 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:19 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:19 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:20 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:20 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:20 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:21 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:21 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:22 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:22 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:23 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:24 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:25 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:25 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:26 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:26 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:27 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:27 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:28 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:28 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:29 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:29 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:30 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:30 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:31 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:31 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:32 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:32 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:33 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:33 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:34 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:34 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:35 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:36 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:36 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:36 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:37 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:37 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:38 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
z166216-215.ip.fs.fed.us	04:38 pm  Wednesday February 18, 2009	30	  DEADWOOD DAM ID                       	 LATT=  44.32 LONG=-115.63
199.156.205.248	10:58 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
z166697-219.ip.fs.fed.us	11:00 am  Thursday February 19, 2009	30	  SEELEY LAKE RS MT 22.55 +             	 LATT=  47.14 LONG= 113.60
199.156.205.248	11:01 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:03 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:04 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:05 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:06 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:13 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:14 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:16 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:17 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:18 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:20 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:21 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:22 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:23 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:24 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:25 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
199.156.205.248	11:26 am  Thursday February 19, 2009	30	  BREMERTON NAVY YARD WA                	 LATT=  47.55 LONG=-122.63
z166697-219.ip.fs.fed.us	11:45 am  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	11:53 am  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:10 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:12 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:13 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:15 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:16 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:18 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:19 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:22 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:22 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:23 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:26 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:27 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:28 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	12:29 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166697-219.ip.fs.fed.us	01:48 pm  Thursday February 19, 2009	30	  buck_t_s +                            	 LATT=  48.60 LONG=-120.43
z166777-167.ip.fs.fed.us	08:36 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166777-167.ip.fs.fed.us	08:40 am  Friday February 20, 2009	30	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-26.ip.fs.fed.us	09:08 am  Friday February 20, 2009	30	  MOSCOW U OF I ID                      	 LATT=  46.73 LONG=-117.00
z166777-167.ip.fs.fed.us	09:25 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:26 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:27 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:28 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:28 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:30 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:31 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:32 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:33 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:37 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:37 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:38 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:38 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:39 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:40 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:41 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:42 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166571-209.ip.fs.fed.us	09:43 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166682-27.ip.fs.fed.us	09:43 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:43 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166571-209.ip.fs.fed.us	09:44 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166571-209.ip.fs.fed.us	09:44 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166571-209.ip.fs.fed.us	09:44 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166682-27.ip.fs.fed.us	09:45 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166571-209.ip.fs.fed.us	09:45 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166571-209.ip.fs.fed.us	09:45 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166682-27.ip.fs.fed.us	09:46 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166571-209.ip.fs.fed.us	09:46 am  Friday February 20, 2009	1	  MINERAL CA                            	 LATT=  40.35 LONG=-121.57
z166777-167.ip.fs.fed.us	09:46 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:47 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:48 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	09:48 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:48 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:49 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166777-167.ip.fs.fed.us	09:51 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:51 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166682-27.ip.fs.fed.us	09:52 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166777-167.ip.fs.fed.us	09:53 am  Friday February 20, 2009	50	  WARM SPRINGS UNIT 48 +                	 LATT=  46.44 LONG= 111.94
z166682-27.ip.fs.fed.us	09:53 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166682-27.ip.fs.fed.us	09:54 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166682-27.ip.fs.fed.us	09:54 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166682-27.ip.fs.fed.us	09:55 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166682-27.ip.fs.fed.us	09:55 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166777-167.ip.fs.fed.us	09:55 am  Friday February 20, 2009	50	  WARM SPRINGS unit 17 +                	 LATT=  46.49 LONG= 111.90
z166682-27.ip.fs.fed.us	09:57 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
vsas910.sas.usace.army.mil	09:57 am  Friday February 20, 2009	30	  LA FAYETTE GA                         	 LATT=  34.70 LONG= -85.28
z166682-27.ip.fs.fed.us	09:58 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	09:59 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166777-167.ip.fs.fed.us	09:59 am  Friday February 20, 2009	50	  WARM SPRINGS unit 17 +                	 LATT=  46.49 LONG= 111.90
z166682-27.ip.fs.fed.us	10:01 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:02 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:02 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:03 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166777-167.ip.fs.fed.us	10:10 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166777-167.ip.fs.fed.us	10:14 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166682-27.ip.fs.fed.us	10:14 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166777-167.ip.fs.fed.us	10:15 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166682-27.ip.fs.fed.us	10:17 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166777-167.ip.fs.fed.us	10:17 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166682-27.ip.fs.fed.us	10:18 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:19 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:21 am  Friday February 20, 2009	1	  MITCHELL 17 SW OCH OR                 	 LATT=  44.40 LONG=-120.43
z166682-27.ip.fs.fed.us	10:34 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
z166682-27.ip.fs.fed.us	10:35 am  Friday February 20, 2009	1	  METOLIUS 1 W OR                       	 LATT=  44.58 LONG=-121.18
z166777-167.ip.fs.fed.us	11:08 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166777-167.ip.fs.fed.us	11:16 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166777-167.ip.fs.fed.us	11:18 am  Friday February 20, 2009	50	  Warm Springs Road 4017 +              	 LATT=  46.48 LONG= 111.87
z166777-167.ip.fs.fed.us	11:20 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:22 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:24 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:27 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:29 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:32 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:33 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:35 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:38 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:41 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166777-167.ip.fs.fed.us	11:42 am  Friday February 20, 2009	50	  Warm Springs Rd 4016 +                	 LATT=  46.42 LONG= 111.91
z166682-27.ip.fs.fed.us	11:53 am  Friday February 20, 2009	1	  WICKIUP DAM OR                        	 LATT=  43.68 LONG=-121.70
